ID,target
mp-864601,0.29
mp-864606,0.28
mp-864789,0.18
mp-865249,0.31
mp-865858,0.42
mp-865900,0.28
mp-8756,0.25
mp-927,0.26
mp-972373,0.49
mp-972960,0.43
mp-976139,0.31
mp-978833,0.34
mp-979044,0.32
mp-997569,0.3
mvc-13900,0.3
mvc-14006,0.39
mp-10000,0.26
mp-10046,0.26
mp-1013558,0.21
mp-12712,0.41
mp-12751,0.4
mp-1294,0.39
mp-12952,0.3
mp-1328,0.37
mp-15641,0.18
mp-16033,0.28
mp-20491,0.35
mp-2120,0.32
mp-21863,0.34
mp-23234,0.26
mp-2482,0.39
mp-27830,0.44
mp-29111,0.24
mp-29308,0.32
mp-3597,0.3
mp-4276,0.31
mp-4322,0.23
mp-4492,0.29
mp-505572,0.26
mp-568186,0.38
mp-634657,0.3
mp-7343,0.35
mp-763,0.19
mp-861951,0.35
mp-865240,0.31
mp-865487,0.44
mp-867810,0.42
mp-9068,0.24
mp-973191,0.6
mp-973792,0.56
mp-976272,0.09
mp-976598,0.26
mp-977126,0.38
mp-978497,0.71
mp-983539,0.4
mp-999052,-0.19
mp-1008487,0.27
mp-1018145,0.63
mp-10207,-0.0
mp-10895,0.27
mp-12128,0.44
mp-1247,0.25
mp-1378,0.22
mp-15624,0.23
mp-16370,0.35
mp-1795,0.36
mp-18927,0.32
mp-19112,0.27
mp-19246,0.3
mp-19284,0.37
mp-1953,0.25
mp-20237,0.31
mp-20281,0.29
mp-20356,0.31
mp-20458,0.41
mp-20486,0.45
mp-23229,0.26
mp-23281,0.26
mp-23312,0.08
mp-2795,0.21
mp-28110,0.28
mp-28683,0.23
mp-30156,0.18
mp-30301,0.27
mp-35308,0.27
mp-3556,0.27
mp-3827,0.3
mp-3924,0.23
mp-4291,0.32
mp-4652,0.31
mp-4674,0.29
mp-504687,0.33
mp-5414,0.23
mp-548469,0.25
mp-550893,0.3
mp-571102,0.3
mp-571322,0.81
mp-644607,0.36
mp-755609,0.41
mp-828,0.29
mp-863710,0.29
mp-866221,0.59
mp-9566,0.23
mp-961718,0.51
mp-976030,0.27
mp-978534,0.2
mp-978549,0.28
mp-978885,1.23
mp-981210,0.38
mp-981935,0.32
mp-998982,0.33
mp-1007819,0.25
mp-1016831,0.41
mp-11328,0.21
mp-11500,0.33
mp-11690,0.21
mp-1780,0.31
mp-19735,0.34
mp-216,0.3
mp-22320,0.31
mp-23051,0.79
mp-2602,0.23
mp-281,0.38
mp-30562,0.43
mp-30811,0.32
mp-3236,0.27
mp-32662,0.29
mp-3315,0.35
mp-37,0.2
mp-4731,0.33
mp-492,0.22
mp-4922,0.42
mp-505599,0.32
mp-550008,0.23
mp-550070,0.09
mp-5513,0.38
mp-554769,0.28
mp-570290,0.3
mp-571124,-0.06
mp-631661,3.98
mp-7497,0.31
mp-753898,0.21
mp-761285,0.34
mp-766486,0.3
mp-862824,0.43
mp-863740,0.36
mp-961720,0.66
mp-971909,0.45
mp-971996,0.29
mp-972202,0.35
mp-972907,0.3
mp-972987,0.16
mp-974581,0.54
mp-977187,0.64
mp-980662,0.28
mp-981933,0.34
mp-996941,0.49
mvc-11115,0.32
mp-1002106,0.47
mp-10056,-0.13
mp-1007693,0.33
mp-1014230,0.29
mp-1024983,0.33
mp-1025273,0.21
mp-11247,0.43
mp-12521,0.34
mp-149,0.2
mp-16517,0.23
mp-19419,0.25
mp-20913,0.35
mp-22029,0.44
mp-23264,0.28
mp-2720,0.31
mp-30727,0.35
mp-451,0.28
mp-540789,0.27
mp-549158,0.36
mp-5622,0.21
mp-567698,0.36
mp-570683,0.36
mp-571163,0.32
mp-571353,0.31
mp-621348,0.43
mp-635460,0.79
mp-635713,0.33
mp-643002,0.22
mp-6947,0.2
mp-7169,0.34
mp-7433,0.29
mp-756095,0.33
mp-864764,0.35
mp-865424,0.27
mp-865934,0.34
mp-866183,0.33
mp-867878,0.26
mp-9379,0.16
mp-962057,1.03
mp-973875,1.69
mvc-4274,0.18
mp-1002572,0.24
mp-10037,0.29
mp-1009078,0.41
mp-1009894,0.37
mp-1044,0.3
mp-11363,0.31
mp-11512,0.32
mp-13501,0.26
mp-13502,0.26
mp-1963,0.34
mp-2056,0.31
mp-23275,0.36
mp-2451,0.22
mp-2684,0.21
mp-28013,0.27
mp-28838,0.25
mp-2997,0.22
mp-30954,0.11
mp-3183,0.29
mp-5167,0.31
mp-6969,0.27
mp-755455,0.25
mp-756088,0.27
mp-760492,0.27
mp-7891,0.31
mp-8306,0.26
mp-861510,0.35
mp-862473,0.35
mp-862745,0.16
mp-862986,0.26
mp-865229,0.27
mp-866072,0.67
mp-867178,0.3
mp-9718,0.31
mp-971911,0.41
mp-975905,0.42
mp-981379,0.28
mp-982010,0.33
mp-9951,0.3
mp-9957,0.26
mp-1013550,0.22
mp-1018101,0.39
mp-1025551,0.35
mp-10883,0.3
mp-13156,0.31
mp-13498,0.28
mp-1714,0.21
mp-1868,0.27
mp-20335,0.31
mp-2074,0.21
mp-21385,0.29
mp-22568,0.4
mp-22887,0.31
mp-27833,0.51
mp-2933,0.27
mp-30851,0.34
mp-36086,0.17
mp-4006,0.29
mp-4396,0.35
mp-552008,0.3
mp-560588,0.29
mp-560676,0.3
mp-567229,0.21
mp-569496,0.38
mp-570,0.35
mp-570554,0.23
mp-571554,0.27
mp-571586,0.25
mp-631538,1.62
mp-649774,0.24
mp-7143,0.29
mp-7493,0.29
mp-754138,0.29
mp-754912,0.37
mp-7801,0.37
mp-861605,0.31
mp-862588,0.3
mp-862754,0.32
mp-864620,0.27
mp-865030,0.3
mp-865322,0.32
mp-865561,0.33
mp-865752,0.38
mp-867826,0.32
mp-9386,0.76
mp-961680,0.48
mp-974990,0.48
mp-977138,0.34
mp-977140,0.45
mp-980203,0.31
mp-981367,0.39
mp-981384,0.37
mp-996161,0.22
mp-997084,0.19
mp-999079,0.33
mp-1001788,0.39
mp-1016874,0.36
mp-1017447,0.34
mp-1018161,0.25
mp-1019277,0.26
mp-1025329,0.36
mp-10271,0.28
mp-10497,0.35
mp-1638,0.2
mp-18905,0.37
mp-19340,0.28
mp-20201,0.21
mp-20565,0.33
mp-20990,0.21
mp-21012,0.33
mp-2176,0.29
mp-22488,0.31
mp-27454,0.26
mp-2749,0.17
mp-2758,0.23
mp-31256,0.13
mp-32829,0.12
mp-36775,0.29
mp-542903,0.27
mp-568748,0.39
mp-568912,0.12
mp-569152,0.21
mp-569310,0.24
mp-6633,0.31
mp-753619,0.25
mp-754727,0.29
mp-7650,0.26
mp-8262,0.07
mp-862791,-0.13
mp-862882,0.34
mp-865591,0.3
mp-8812,-1.24
mp-8983,0.33
mp-973364,0.28
mp-977184,0.41
mp-984791,0.28
mp-996965,0.4
mp-998974,0.34
mp-999053,0.38
mvc-3453,0.27
mp-10006,0.3
mp-1025302,0.37
mp-1025370,0.38
mp-1025425,0.28
mp-12631,0.35
mp-1281,0.31
mp-13799,0.33
mp-14090,0.33
mp-15113,0.23
mp-16548,0.34
mp-1720,0.46
mp-21128,0.39
mp-27440,0.34
mp-31011,0.25
mp-32880,0.37
mp-336,0.41
mp-3676,0.27
mp-4817,0.23
mp-510347,0.28
mp-510437,0.32
mp-5165,0.27
mp-567655,0.33
mp-568345,0.71
mp-568610,0.39
mp-568908,0.38
mp-569484,0.26
mp-631354,0.43
mp-6564,0.28
mp-6781,0.35
mp-756473,-0.24
mp-761574,0.33
mp-790,0.32
mp-861940,0.13
mp-863725,0.37
mp-866285,0.31
mp-866650,0.06
mp-867200,0.25
mp-8754,0.23
mp-8996,0.25
mp-971960,1.69
mp-974270,0.37
mp-976407,0.03
mp-976843,0.48
mp-983126,0.27
mp-983587,0.38
mp-997161,0.36
mvc-7792,0.3
mp-1029446,0.02
mp-11194,0.31
mp-11521,0.32
mp-11553,0.49
mp-11694,0.34
mp-11800,0.3
mp-11964,0.35
mp-13456,0.29
mp-13910,0.25
mp-1402,0.32
mp-1553,0.28
mp-16519,0.33
mp-19124,0.25
mp-19876,0.29
mp-2057,0.15
mp-20847,0.3
mp-2126,0.27
mp-2180,0.26
mp-22870,0.28
mp-24721,0.2
mp-27194,0.51
mp-3142,0.17
mp-31455,0.36
mp-32927,0.31
mp-3693,0.47
mp-485,0.32
mp-505562,0.33
mp-552265,0.39
mp-557373,0.25
mp-861912,0.31
mp-862684,0.34
mp-9569,0.22
mp-982009,0.34
mp-9845,0.33
mp-996944,0.3
mp-1008702,0.33
mp-1018026,0.34
mp-12029,0.2
mp-12580,0.26
mp-12699,0.35
mp-13542,0.18
mp-15254,0.25
mp-19442,0.28
mp-20061,0.41
mp-20440,0.39
mp-20898,0.37
mp-21248,0.29
mp-2269,1.23
mp-22939,0.22
mp-23153,0.21
mp-23319,0.44
mp-276,0.38
mp-29772,0.21
mp-30765,0.33
mp-34081,0.27
mp-34293,0.22
mp-4770,0.27
mp-540231,0.34
mp-556,0.38
mp-567967,0.27
mp-570436,0.34
mp-571420,0.33
mp-614444,0.66
mp-631539,-16.47
mp-644311,0.33
mp-691,0.25
mp-7374,0.33
mp-7436,0.24
mp-755441,0.27
mp-756297,0.31
mp-779689,0.26
mp-862692,0.29
mp-862706,0.3
mp-865538,0.33
mp-865546,0.22
mp-9295,0.22
mp-972442,0.26
mp-973983,0.39
mp-1001827,0.42
mp-1007907,0.23
mp-1008527,0.18
mp-1017514,0.17
mp-1018051,0.25
mp-1018656,0.19
mp-1019544,0.25
mp-1025366,0.43
mp-1029,0.31
mp-1029479,0.51
mp-10381,0.29
mp-1089,0.27
mp-11243,0.41
mp-12622,0.34
mp-12651,0.47
mp-13240,0.28
mp-13435,0.33
mp-14205,0.3
mp-1434,0.23
mp-15809,0.24
mp-1658,0.37
mp-22426,0.27
mp-2287,0.29
mp-2349,0.31
mp-3109,0.24
mp-31142,1.1
mp-3363,0.35
mp-3871,0.22
mp-4081,0.22
mp-454,0.24
mp-553946,0.21
mp-561412,0.33
mp-568986,0.3
mp-571405,0.36
mp-5733,0.28
mp-5866,0.31
mp-7239,0.2
mp-754149,-1.04
mp-861660,0.46
mp-862658,0.32
mp-862800,0.27
mp-864839,0.32
mp-864944,0.38
mp-865512,0.3
mp-865855,0.36
mp-866172,0.22
mp-867224,0.3
mp-950,0.21
mp-975512,0.14
mp-980004,0.29
mp-982613,0.37
mp-985825,0.28
mp-989585,0.45
mp-9973,0.17
mp-101,0.24
mp-10189,0.23
mp-1164,0.28
mp-1411,0.23
mp-1560,0.3
mp-1666,0.29
mp-19279,0.26
mp-2052,0.24
mp-21185,0.35
mp-21321,0.35
mp-23121,0.27
mp-23406,0.26
mp-24422,-0.03
mp-2633,0.24
mp-27828,0.27
mp-27975,0.28
mp-29726,0.28
mp-30933,0.27
mp-32641,-2.09
mp-364,0.28
mp-4083,0.31
mp-4302,0.28
mp-4899,0.32
mp-553303,0.31
mp-561075,0.29
mp-5659,0.2
mp-569346,0.33
mp-754157,0.29
mp-7926,0.25
mp-844,0.29
mp-853,0.29
mp-863676,0.36
mp-865091,0.33
mp-865166,0.32
mp-865863,0.37
mp-972180,0.31
mp-972257,0.25
mp-972866,0.42
mp-973884,0.38
mp-976341,0.32
mp-977565,0.44
mp-978832,0.53
mp-978975,0.35
mp-984767,0.34
mp-999192,0.32
mp-1022,0.29
mp-1025203,0.21
mp-1029330,0.28
mp-11484,-0.07
mp-11734,0.29
mp-12741,0.34
mp-13094,0.24
mp-15660,0.29
mp-16521,0.26
mp-1766,0.31
mp-21017,0.19
mp-23219,0.23
mp-2604,0.26
mp-507,0.37
mp-5313,0.26
mp-551,0.2
mp-571193,0.17
mp-673,0.32
mp-6914,0.22
mp-755318,0.35
mp-774922,-0.12
mp-862368,0.34
mp-862656,0.19
mp-862757,0.26
mp-862867,1.03
mp-971779,0.31
mp-972623,0.26
mp-973450,0.8
mp-976259,0.34
mp-978564,0.33
mp-1016929,0.44
mp-1018679,0.31
mp-1019097,0.34
mp-1029733,0.28
mp-10608,0.2
mp-108,0.36
mp-11287,0.31
mp-1404,0.41
mp-1463,0.38
mp-1692,0.42
mp-1912,0.39
mp-19970,0.31
mp-21199,0.36
mp-21893,0.29
mp-22752,0.22
mp-22856,0.43
mp-23214,0.25
mp-23526,0.31
mp-27207,0.28
mp-27360,0.29
mp-27478,0.28
mp-28306,0.26
mp-31326,0.36
mp-32570,0.26
mp-3524,0.22
mp-3650,0.26
mp-3732,0.2
mp-38,0.26
mp-50,0.35
mp-5394,0.28
mp-569151,0.36
mp-580364,0.41
mp-5836,0.34
mp-7250,0.31
mp-753195,0.26
mp-819,0.34
mp-862905,0.57
mp-972021,0.37
mp-973896,0.38
mp-985450,0.42
mp-10021,0.36
mp-1009539,0.72
mp-10149,0.38
mp-10894,0.28
mp-13085,0.3
mp-13450,0.25
mp-1552,0.28
mp-16751,0.24
mp-17017,0.25
mp-193,0.31
mp-21845,0.32
mp-22683,0.26
mp-24192,0.25
mp-2874,0.32
mp-29661,0.33
mp-30068,-0.08
mp-30091,0.18
mp-30244,0.24
mp-3033,0.33
mp-30731,0.39
mp-499,0.46
mp-569249,0.35
mp-631408,-0.29
mp-643279,0.27
mp-686717,0.31
mp-7006,0.3
mp-7163,0.24
mp-754262,0.38
mp-7892,0.21
mp-8003,0.65
mp-804,0.25
mp-862774,0.23
mp-864831,0.68
mp-865067,0.25
mp-865500,0.35
mp-865903,0.35
mp-866375,0.25
mp-867568,0.3
mp-8830,0.27
mp-9257,0.28
mp-9324,0.24
mp-9351,0.33
mp-974882,-0.85
mp-979945,0.21
mp-981313,0.44
mp-9970,0.24
mp-1008807,1.55
mp-1009655,0.17
mp-13108,0.24
mp-14223,0.45
mp-17383,0.38
mp-1894,0.21
mp-19142,0.35
mp-19724,0.34
mp-1995,0.36
mp-20539,0.33
mp-22793,0.31
mp-23034,0.32
mp-2520,0.25
mp-29076,0.27
mp-30365,0.37
mp-30482,-0.1
mp-31043,0.35
mp-33667,0.23
mp-34078,0.32
mp-39681,0.33
mp-4500,0.26
mp-457,0.11
mp-5000,0.32
mp-5323,0.28
mp-559,0.31
mp-562,0.28
mp-567580,0.3
mp-5699,0.31
mp-570568,0.36
mp-570698,0.4
mp-570950,0.27
mp-5827,0.25
mp-603347,0.41
mp-608555,0.02
mp-672250,77.93
mp-673174,0.31
mp-752826,0.3
mp-753774,0.24
mp-766217,0.27
mp-777801,0.35
mp-850131,0.16
mp-865908,0.2
mp-867882,0.49
mp-971826,0.41
mp-971920,0.38
mp-972274,0.34
mvc-10883,0.35
mvc-13133,0.37
mp-1016877,0.39
mp-1020622,0.26
mp-1029316,0.27
mp-1029574,0.33
mp-10402,0.37
mp-10728,0.51
mp-11806,0.31
mp-12137,0.28
mp-1412,0.4
mp-18721,0.31
mp-1873,0.34
mp-19260,0.33
mp-1943,0.23
mp-19795,0.2
mp-22205,0.24
mp-22704,0.37
mp-23058,0.29
mp-23209,0.33
mp-288,0.4
mp-29157,0.23
mp-30481,0.31
mp-30635,0.43
mp-30777,0.32
mp-374,0.21
mp-556856,0.3
mp-569054,0.41
mp-5910,0.23
mp-608,0.31
mp-753946,0.24
mp-754246,0.21
mp-757100,0.38
mp-773137,0.27
mp-8037,0.3
mp-861625,0.36
mp-861936,0.35
mp-862565,0.26
mp-862623,0.11
mp-862966,0.39
mp-865146,0.33
mp-865357,0.4
mp-865485,0.3
mp-865625,0.19
mp-865944,0.33
mp-9503,0.31
mp-961678,0.26
mp-973232,0.25
mp-975206,0.09
mp-976725,0.62
mp-979267,0.3
mp-980094,0.25
mp-980946,0.54
mp-989554,0.33
mp-998986,0.33
mp-1008224,0.31
mp-1013642,0.15
mp-10854,0.22
mp-11232,0.59
mp-11516,0.19
mp-146,0.42
mp-16482,0.42
mp-20004,0.22
mp-2027,0.34
mp-2103,0.41
mp-2191,0.23
mp-2213,0.29
mp-22444,0.3
mp-22556,0.37
mp-22810,0.31
mp-23192,0.22
mp-2355,0.83
mp-27838,0.25
mp-314,0.37
mp-34579,0.33
mp-4120,0.22
mp-4452,0.25
mp-4488,0.27
mp-4559,0.29
mp-501,0.21
mp-5284,0.2
mp-568384,0.19
mp-6945,-0.2
mp-7093,0.34
mp-754113,0.26
mp-768240,0.32
mp-771123,0.32
mp-779545,0.32
mp-7823,0.28
mp-7991,0.21
mp-862312,0.29
mp-862694,0.3
mp-865282,0.33
mp-866086,0.32
mp-867197,0.58
mp-867213,0.32
mp-9549,0.28
mp-976138,0.24
mp-976151,0.26
mp-977570,0.36
mp-978918,0.28
mp-1013734,0.23
mp-1016881,0.32
mp-10426,0.21
mp-10892,0.35
mp-11,0.22
mp-11836,0.29
mp-13641,0.35
mp-19734,0.08
mp-20545,0.34
mp-21359,0.36
mp-2159,0.36
mp-22050,0.24
mp-2231,0.21
mp-2639,-0.13
mp-2659,0.31
mp-29826,0.35
mp-30842,0.3
mp-3158,0.34
mp-425,0.16
mp-446,0.37
mp-5473,0.18
mp-5505,0.23
mp-5532,0.25
mp-567308,0.23
mp-569568,0.21
mp-570930,0.22
mp-571589,0.44
mp-631462,0.57
mp-673624,0.26
mp-6926,0.32
mp-7472,0.31
mp-754531,0.27
mp-775907,0.29
mp-7777,0.3
mp-861505,0.3
mp-862847,0.21
mp-863659,0.35
mp-863717,0.15
mp-864919,0.3
mp-865026,0.27
mp-865960,0.29
mp-867251,0.38
mp-930,0.26
mp-9527,0.22
mp-972415,0.28
mp-972925,0.33
mp-976113,0.49
mp-976982,0.42
mp-977224,0.42
mp-978286,0.39
mp-978545,0.35
mp-979459,0.29
mp-981539,0.41
mp-984357,0.35
mvc-11229,0.36
mp-1009005,0.47
mp-1009131,0.52
mp-1009827,0.7
mp-10159,0.29
mp-1016902,0.15
mp-1018135,0.2
mp-1018151,0.33
mp-1025525,0.19
mp-1029592,0.27
mp-1042,0.24
mp-10492,0.2
mp-10637,0.34
mp-10846,0.27
mp-10899,0.37
mp-12083,0.22
mp-13416,0.31
mp-1592,0.37
mp-1755,0.39
mp-20516,0.36
mp-21476,0.34
mp-21848,0.75
mp-2189,0.34
mp-22941,0.24
mp-24096,0.26
mp-2577,0.08
mp-2762,0.31
mp-2998,0.23
mp-3464,0.29
mp-3467,0.3
mp-39,0.45
mp-422,0.21
mp-430,0.26
mp-4571,0.26
mp-556353,0.24
mp-568537,0.36
mp-570074,0.24
mp-631381,0.76
mp-753304,0.29
mp-754027,0.27
mp-754040,0.25
mp-756187,0.27
mp-7875,0.18
mp-861508,0.38
mp-862838,0.42
mp-863738,0.38
mp-866218,0.31
mp-978554,0.34
mp-978856,0.36
mp-979273,0.43
mp-998196,0.31
mp-1008866,0.34
mp-1016931,0.43
mp-1025575,0.2
mp-1039292,0.35
mp-11552,0.51
mp-1222,0.18
mp-12956,0.21
mp-1346,0.15
mp-1570,0.33
mp-16341,0.39
mp-1791,0.26
mp-1869,0.37
mp-1916,0.97
mp-19295,0.33
mp-23866,0.2
mp-2452,0.27
mp-25587,0.33
mp-30737,0.36
mp-31169,0.38
mp-3668,0.27
mp-510346,0.28
mp-5146,0.35
mp-5492,0.28
mp-567768,0.2
mp-571041,0.41
mp-625074,0.22
mp-631337,0.65
mp-638729,0.31
mp-6586,0.28
mp-672371,0.36
mp-760410,0.12
mp-8020,0.34
mp-862262,0.3
mp-865951,0.44
mp-866140,0.48
mp-867233,0.34
mp-972763,0.57
mp-972879,0.36
mp-975380,-0.26
mp-975912,0.34
mp-977404,0.39
mp-984553,0.53
mp-1013587,0.39
mp-1013736,0.27
mp-10744,0.43
mp-10891,0.39
mp-11175,0.28
mp-11229,0.27
mp-11273,0.18
mp-1219,0.22
mp-12317,0.37
mp-13173,0.4
mp-13472,0.28
mp-1371,0.33
mp-14433,0.26
mp-16035,0.27
mp-19764,0.35
mp-19966,0.37
mp-2079,0.24
mp-214,0.31
mp-2316,0.23
mp-2707,0.3
mp-27757,0.1
mp-292,0.26
mp-30722,0.36
mp-4628,0.21
mp-4673,0.26
mp-549487,0.17
mp-555760,0.26
mp-557133,0.37
mp-568470,0.54
mp-571454,0.2
mp-631336,0.51
mp-631568,0.54
mp-632250,0.44
mp-675902,0.3
mp-685148,0.33
mp-7162,0.3
mp-862737,0.41
mp-865548,0.31
mp-866193,0.28
mp-956,0.48
mp-972077,0.47
mp-975650,0.23
mp-976772,0.33
mp-976893,0.32
mp-976952,0.2
mp-982048,0.24
mp-982596,0.25
mp-1016900,0.35
mp-1018126,0.22
mp-1018139,0.26
mp-1018150,0.2
mp-1029313,0.33
mp-10316,0.36
mp-1061,0.31
mp-1150,0.34
mp-16297,0.18
mp-18778,0.36
mp-1880,0.28
mp-19353,0.23
mp-20067,0.26
mp-20125,0.5
mp-20354,0.24
mp-2063,0.35
mp-20999,0.25
mp-23514,0.38
mp-2439,0.3
mp-2524,0.18
mp-30452,0.25
mp-31301,0.36
mp-421,0.4
mp-427,0.29
mp-4280,0.33
mp-5399,0.25
mp-5541,0.33
mp-570604,0.28
mp-607111,0.35
mp-631362,0.42
mp-755472,0.42
mp-777413,0.29
mp-862716,0.35
mp-865846,0.3
mp-865948,0.3
mp-867167,0.37
mp-973446,0.27
mp-973786,0.97
mp-974430,0.27
mp-975405,0.13
mp-977462,0.42
mp-985578,0.16
mp-999135,-0.52
mp-9996,0.17
mp-10204,0.3
mp-1029573,0.27
mp-1029782,0.31
mp-11132,0.26
mp-12794,0.27
mp-14600,0.25
mp-1747,0.35
mp-19127,0.55
mp-19198,0.27
mp-21432,0.6
mp-22394,0.3
mp-22769,0.3
mp-22876,0.32
mp-23240,0.25
mp-23383,0.38
mp-2414,0.29
mp-2920,0.26
mp-31443,0.46
mp-4508,0.36
mp-549475,0.28
mp-568592,0.28
mp-568696,0.16
mp-569416,0.19
mp-569834,0.26
mp-629397,0.33
mp-645,0.23
mp-675531,0.15
mp-7459,0.25
mp-754352,0.27
mp-756063,0.37
mp-841,0.21
mp-862923,0.36
mp-865503,0.41
mp-866012,0.34
mp-8703,0.37
mp-9225,0.32
mp-961723,0.46
mp-972748,0.64
mp-9752,-1.44
mp-977372,0.37
mp-981378,0.52
mp-1002136,0.39
mp-1007770,0.29
mp-1009652,0.54
mp-1017441,0.26
mp-1023128,0.33
mp-1038814,0.36
mp-11412,0.26
mp-12559,0.45
mp-1266,0.26
mp-1630,0.27
mp-1702,0.35
mp-20203,0.41
mp-2142,0.22
mp-22620,0.36
mp-22662,0.34
mp-22965,0.22
mp-2481,0.3
mp-30273,0.3
mp-4008,0.24
mp-40143,0.09
mp-556382,0.27
mp-561203,0.3
mp-567191,0.22
mp-567332,0.14
mp-569267,0.22
mp-5729,0.29
mp-573658,0.32
mp-631471,0.84
mp-674953,0.3
mp-7243,0.38
mp-7396,0.58
mp-753594,0.34
mp-755115,0.27
mp-8222,0.51
mp-862431,0.34
mp-8643,0.26
mp-864623,0.41
mp-864946,0.39
mp-865165,0.29
mp-865513,0.55
mp-8895,0.26
mp-974740,0.4
mp-978499,0.44
mp-979115,0.33
mp-979424,0.35
mp-9981,0.29
mp-1013585,0.25
mp-10185,0.29
mp-1025225,0.31
mp-1029737,0.28
mp-11435,0.25
mp-11455,0.42
mp-11584,0.23
mp-11738,0.3
mp-12737,0.39
mp-1352,0.26
mp-1540,0.36
mp-15668,0.26
mp-15703,0.15
mp-16267,0.34
mp-1842,0.18
mp-1933,0.35
mp-20446,0.49
mp-2082,0.39
mp-22511,0.21
mp-22903,0.29
mp-22914,0.4
mp-2643,0.3
mp-27888,0.37
mp-2910,0.32
mp-29374,0.23
mp-29529,0.35
mp-29641,0.22
mp-30769,0.18
mp-30943,0.23
mp-31516,0.32
mp-351,0.29
mp-4131,0.26
mp-4730,0.26
mp-557993,0.26
mp-561894,0.28
mp-568866,0.27
mp-569167,0.29
mp-5794,0.3
mp-616378,0.31
mp-631578,-0.1
mp-634105,0.23
mp-640708,0.27
mp-7027,0.31
mp-7130,0.25
mp-7400,0.26
mp-753197,0.32
mp-754010,0.34
mp-776911,0.32
mp-8249,0.28
mp-862553,0.31
mp-863732,0.37
mp-864976,0.37
mp-865655,0.31
mp-867292,0.32
mp-961719,0.58
mp-978992,0.12
mp-981366,1.24
mp-982245,0.42
mp-999198,0.24
mp-1002206,0.21
mp-10154,0.36
mp-1025408,0.28
mp-10456,0.28
mp-1121,0.33
mp-12549,0.26
mp-12716,0.34
mp-1349,0.31
mp-1487,0.31
mp-1762,0.31
mp-1782,0.3
mp-1820,0.21
mp-18841,0.16
mp-19177,0.25
mp-1922,0.23
mp-19917,0.17
mp-19955,0.3
mp-21509,0.22
mp-2212,0.29
mp-2222,0.4
mp-23803,0.28
mp-25082,0.19
mp-27577,0.28
mp-30151,0.23
mp-30952,0.22
mp-357,0.32
mp-510456,0.24
mp-5377,0.34
mp-540771,0.3
mp-546350,0.27
mp-5670,0.29
mp-631524,-0.42
mp-631527,0.47
mp-754671,0.3
mp-755309,0.23
mp-755328,0.24
mp-760439,0.3
mp-864597,0.35
mp-865661,0.54
mp-866015,0.27
mp-919,0.37
mp-9330,-0.07
mp-972209,0.3
mp-981365,0.29
mp-985591,0.56
mp-989578,0.22
mp-999357,0.25
mp-1002223,-1.57
mp-1008987,0.41
mp-1009129,0.35
mp-1018063,0.4
mp-1018107,0.15
mp-10196,0.31
mp-1029633,0.33
mp-10678,0.58
mp-11104,0.35
mp-11718,0.26
mp-13150,0.21
mp-1620,0.16
mp-1751,0.34
mp-19820,0.52
mp-21007,0.29
mp-21069,0.32
mp-21336,0.27
mp-2398,0.27
mp-24012,0.2
mp-24669,0.32
mp-2491,0.37
mp-2637,0.41
mp-2705,0.3
mp-27637,0.31
mp-29175,0.27
mp-2932,0.24
mp-30343,2.09
mp-30354,0.32
mp-3038,0.25
mp-30468,0.37
mp-3136,0.27
mp-3909,0.29
mp-504580,0.42
mp-519,1.47
mp-5200,0.32
mp-5528,0.11
mp-556084,0.3
mp-560399,0.25
mp-568280,0.32
mp-570684,0.34
mp-570912,0.32
mp-643370,0.19
mp-6951,0.4
mp-776532,0.29
mp-861889,0.54
mp-864878,0.45
mp-865659,0.33
mp-865814,0.73
mp-866116,0.32
mp-867854,0.33
mp-924130,0.27
mp-961722,0.52
mp-977384,0.35
mp-978303,0.33
mp-978625,0.3
mp-997108,0.36
mp-999470,0.23
mp-1008625,0.28
mp-1009720,0.39
mp-10132,0.3
mp-1016883,0.39
mp-10641,0.38
mp-10729,0.49
mp-10903,0.42
mp-11022,0.36
mp-1156,0.23
mp-18,0.25
mp-19167,0.3
mp-19170,0.29
mp-1982,0.3
mp-20401,0.24
mp-20549,0.44
mp-220,0.51
mp-23709,0.28
mp-352,0.29
mp-4627,0.2
mp-5137,0.25
mp-542316,0.3
mp-561442,0.26
mp-570379,0.3
mp-574239,0.32
mp-5748,0.36
mp-605790,1.57
mp-631269,0.38
mp-7910,0.25
mp-861888,0.47
mp-862364,0.3
mp-862962,0.27
mp-865979,0.34
mp-866063,0.26
mp-867223,0.36
mp-944,0.24
mp-974330,0.22
mp-974638,0.35
mp-976262,0.23
mvc-3978,0.32
mp-10039,0.25
mp-10261,0.41
mp-11286,0.27
mp-11883,0.36
mp-1200,0.36
mp-14112,0.29
mp-15796,0.23
mp-160,0.14
mp-18968,0.28
mp-19133,0.33
mp-2050,0.26
mp-20698,0.27
mp-21117,0.24
mp-2132,0.29
mp-22052,0.31
mp-23095,0.26
mp-2554,0.17
mp-29396,0.35
mp-30419,0.42
mp-4950,0.14
mp-504,0.36
mp-556093,0.44
mp-560927,0.27
mp-567203,0.26
mp-569228,0.62
mp-569594,0.31
mp-5720,0.29
mp-631342,0.52
mp-672374,0.3
mp-690542,0.15
mp-6950,0.24
mp-754815,0.28
mp-761842,0.31
mp-768479,0.3
mp-795,0.23
mp-820,0.35
mp-864629,0.34
mp-865893,0.38
mp-865919,0.36
mp-865995,0.43
