ids,target,prediction 
mp-451,0.28,-0.55193
mp-549158,0.36,0.42881423
mp-5622,0.21,0.08148728
mp-567698,0.36,0.5168655
mp-570683,0.36,0.46821547
mp-571163,0.32,0.44651306
mp-571353,0.31,0.15088944
mp-621348,0.43,0.5045569
mp-635460,0.79,0.4274453
mp-635713,0.33,0.49866855
mp-643002,0.22,0.22397564
mp-7169,0.34,-0.59478605
mp-864764,0.35,0.19971193
mp-865934,0.34,0.25092924
mp-866183,0.33,0.2652648
mp-867878,0.26,0.35023218
mp-9379,0.16,0.25663066
mp-962057,1.03,0.6415949
mp-973875,1.69,0.46293658
mvc-4274,0.18,-0.035889193
mp-1002572,0.24,0.17907973
mp-10037,0.29,0.06461237
mp-1009078,0.41,-0.5368607
mp-1009894,0.37,0.28341305
mp-1044,0.3,0.64207655
mp-11363,0.31,0.2568031
mp-13502,0.26,0.013310075
mp-1963,0.34,0.25819784
mp-2056,0.31,0.34337002
mp-23275,0.36,-0.19407679
mp-2684,0.21,0.28108245
mp-28013,0.27,0.09498148
mp-28838,0.25,0.12463416
mp-2997,0.22,0.21857531
mp-3183,0.29,0.18359451
mp-6969,0.27,0.23146455
mp-755455,0.25,0.085047886
mp-756088,0.27,0.19060339
mp-760492,0.27,0.27434593
mp-7891,0.31,-0.25490057
mp-8306,0.26,0.4757654
mp-861510,0.35,0.25526905
mp-862473,0.35,0.3691625
mp-862745,0.16,0.40070713
mp-865229,0.27,0.30788404
mp-866072,0.67,0.17507495
mp-867178,0.3,0.26878518
mp-971911,0.41,0.25839394
mp-975905,0.42,0.240768
mp-981379,0.28,0.3275603
mp-982010,0.33,0.37440842
mp-9951,0.3,0.28618097
mp-1013550,0.22,-0.12367209
mp-1018101,0.39,0.311166
mp-1025551,0.35,0.2776026
mp-10883,0.3,0.15131773
mp-13156,0.31,0.35336703
mp-1714,0.21,0.23825912
mp-1868,0.27,0.21536134
mp-20335,0.31,0.104939476
mp-2074,0.21,0.41006857
mp-21385,0.29,0.47099966
mp-22568,0.4,0.38837695
mp-2933,0.27,0.50376695
mp-30851,0.34,0.39691877
mp-36086,0.17,0.14220203
mp-560676,0.3,0.019922048
mp-569496,0.38,0.30401367
mp-570,0.35,0.5747922
mp-570554,0.23,0.093605414
mp-571586,0.25,0.31379664
mp-631538,1.62,0.16491224
mp-754138,0.29,0.25135607
mp-754912,0.37,0.34166473
mp-7801,0.37,0.65475553
mp-861605,0.31,0.24766903
mp-862588,0.3,0.63189703
mp-862754,0.32,0.13766862
mp-864620,0.27,0.30155677
mp-865030,0.3,0.3035221
mp-865561,0.33,0.47921467
mp-867826,0.32,0.22378246
mp-9386,0.76,0.3290128
mp-977140,0.45,0.22590809
mp-981367,0.39,0.1975555
mp-996161,0.22,-0.17382112
mp-997084,0.19,0.22806738
mp-999079,0.33,0.36119008
mp-1001788,0.39,0.121178314
mp-1017447,0.34,0.2639686
mp-1018161,0.25,0.32494545
mp-1025329,0.36,0.5355957
mp-10497,0.35,0.31688255
mp-1638,0.2,0.14886771
mp-19340,0.28,-0.032467037
mp-20201,0.21,-0.56993765
mp-20565,0.33,0.25165963
mp-21012,0.33,0.22237016
mp-22488,0.31,-0.3016985
mp-27454,0.26,0.1281441
mp-2749,0.17,0.20862596
mp-2758,0.23,0.27872682
mp-32829,0.12,0.49434978
mp-36775,0.29,0.3867954
mp-542903,0.27,-0.034129396
mp-568748,0.39,0.25029534
mp-569310,0.24,0.28162777
mp-6633,0.31,0.052781984
mp-754727,0.29,-0.01118584
mp-862882,0.34,0.38250476
mp-865591,0.3,0.5021472
mp-8812,-1.24,0.21724997
mp-8983,0.33,0.0883555
mp-973364,0.28,1.4947783
mp-977184,0.41,0.16807295
mp-984791,0.28,0.21956168
mp-998974,0.34,0.11822148
mp-999053,0.38,0.43522435
mvc-3453,0.27,0.2857362
mp-1025370,0.38,0.4646091
mp-12631,0.35,-0.0032433122
mp-1281,0.31,0.77966887
mp-14090,0.33,0.48258913
mp-15113,0.23,0.029328987
mp-1720,0.46,0.14736114
mp-21128,0.39,0.26971054
mp-27440,0.34,-0.14397994
mp-31011,0.25,0.25000733
mp-32880,0.37,0.27202874
mp-336,0.41,0.120320246
mp-3676,0.27,0.024783552
mp-510347,0.28,0.24196942
mp-510437,0.32,0.6205388
mp-5165,0.27,0.19512855
mp-567655,0.33,-0.026062027
mp-568345,0.71,0.36653334
mp-568610,0.39,0.12048699
mp-568908,0.38,0.4973536
mp-569484,0.26,0.23031913
mp-631354,0.43,0.12896122
mp-6564,0.28,0.091476366
mp-6781,0.35,0.010380909
mp-756473,-0.24,-0.068368495
mp-761574,0.33,0.13459976
mp-790,0.32,0.31820887
mp-861940,0.13,0.2424417
mp-866650,0.06,0.47332495
mp-8996,0.25,0.19031022
mp-971960,1.69,0.24858405
mp-974270,0.37,0.8048827
mp-976843,0.48,0.24498446
mp-983126,0.27,0.34211594
mp-983587,0.38,0.30294663
mvc-7792,0.3,0.12386726
mp-1029446,0.02,0.47288996
mp-11521,0.32,0.41511387
mp-11553,0.49,0.3769322
mp-11800,0.3,0.24862902
mp-11964,0.35,0.3775782
mp-13456,0.29,0.22565447
mp-13910,0.25,0.5296834
mp-1402,0.32,0.22656624
mp-1553,0.28,0.38243502
mp-16519,0.33,0.15996422
mp-19124,0.25,0.02115564
mp-19876,0.29,0.33634353
mp-2057,0.15,0.51682466
mp-20847,0.3,0.7478474
mp-2180,0.26,0.23380531
mp-22870,0.28,0.4248926
mp-24721,0.2,0.19851704
mp-3142,0.17,0.25406963
mp-32927,0.31,0.549349
mp-485,0.32,0.7761706
mp-505562,0.33,0.3384362
mp-552265,0.39,0.1965444
mp-861912,0.31,0.22935714
mp-862684,0.34,0.43421382
mp-982009,0.34,0.33326358
mp-9845,0.33,0.15082262
mp-1008702,0.33,0.089110896
mp-1018026,0.34,0.52970976
mp-12029,0.2,0.45946765
mp-12580,0.26,0.2774315
mp-12699,0.35,0.57592267
mp-13542,0.18,-0.028734997
mp-15254,0.25,0.16508363
mp-19442,0.28,0.3504445
mp-20061,0.41,0.5507398
mp-20898,0.37,0.4075082
mp-21248,0.29,-0.2222196
mp-2269,1.23,0.37837213
mp-22939,0.22,0.41687644
mp-23153,0.21,0.12951674
mp-23319,0.44,0.4074663
mp-276,0.38,0.37379402
mp-29772,0.21,0.30808872
mp-30765,0.33,0.42187774
mp-34293,0.22,0.16034879
mp-4770,0.27,0.19624476
mp-556,0.38,0.2782784
mp-567967,0.27,0.38385868
mp-570436,0.34,0.34664553
mp-571420,0.33,0.06450544
mp-614444,0.66,0.5157937
mp-631539,-16.47,-3.2200465
mp-644311,0.33,-0.4429016
mp-691,0.25,-0.01630114
mp-7374,0.33,0.35825276
mp-756297,0.31,0.079313144
mp-862706,0.3,0.15535827
mp-865538,0.33,0.50621444
mp-865546,0.22,0.40081286
mp-972442,0.26,0.29471344
mp-973983,0.39,0.3480857
mp-1001827,0.42,-32.129543
mp-1007907,0.23,0.04037492
mp-1008527,0.18,0.5946368
mp-1017514,0.17,0.006551549
mp-1018051,0.25,0.010590643
mp-1025366,0.43,0.51250684
mp-1029,0.31,0.40822053
mp-1029479,0.51,0.39424253
mp-10381,0.29,0.30399734
mp-1089,0.27,0.95383877
mp-11243,0.41,0.23345952
mp-12622,0.34,0.23264484
mp-12651,0.47,0.26634443
mp-13435,0.33,0.15107013
mp-14205,0.3,0.25708157
mp-1434,0.23,-0.07380076
mp-15809,0.24,0.29363638
mp-1658,0.37,0.38160002
mp-2287,0.29,0.10403539
mp-2349,0.31,0.22965361
mp-31142,1.1,-0.5109652
mp-3871,0.22,0.31314975
mp-4081,0.22,0.22308888
mp-454,0.24,0.014808059
mp-553946,0.21,0.02107577
mp-568986,0.3,0.34241933
mp-571405,0.36,0.31932348
mp-5733,0.28,0.13663529
mp-5866,0.31,-0.037343845
mp-7239,0.2,0.053642675
mp-754149,-1.04,0.14340596
mp-861660,0.46,0.28366882
mp-862800,0.27,0.5435485
mp-864839,0.32,0.2051058
mp-864944,0.38,0.11167242
mp-865512,0.3,0.33684796
mp-865855,0.36,0.43097788
mp-980004,0.29,-0.14652173
mp-982613,0.37,0.30033463
mp-985825,0.28,0.35052085
mp-101,0.24,-0.5697544
mp-1164,0.28,-0.081811205
mp-1411,0.23,0.12152566
mp-1666,0.29,0.26567954
mp-19279,0.26,0.4435115
mp-2052,0.24,0.5981159
mp-21185,0.35,0.67273146
mp-23121,0.27,0.3849103
mp-23406,0.26,0.5298708
mp-24422,-0.03,0.19703688
mp-2633,0.24,-0.05965829
mp-27828,0.27,0.53041327
mp-27975,0.28,0.26170868
mp-30933,0.27,-0.9225061
mp-32641,-2.09,-0.76182705
mp-364,0.28,0.18069588
mp-4083,0.31,0.22887062
mp-4899,0.32,0.3207429
mp-553303,0.31,0.50225157
mp-561075,0.29,0.2413911
mp-569346,0.33,0.105826184
mp-754157,0.29,0.07511382
mp-844,0.29,0.62876165
mp-853,0.29,0.3735823
mp-863676,0.36,0.052739248
mp-865091,0.33,0.3909105
mp-972180,0.31,0.27930617
mp-972866,0.42,0.316315
mp-973884,0.38,0.469191
mp-976341,0.32,0.34272945
mp-977565,0.44,0.37082374
mp-978832,0.53,0.4854992
mp-978975,0.35,0.4571314
mp-984767,0.34,0.29137743
mp-1022,0.29,0.079119906
mp-1025203,0.21,0.5087274
mp-1029330,0.28,0.5051583
mp-11484,-0.07,-2.2593224
mp-11734,0.29,0.1842411
mp-12741,0.34,0.0020868331
mp-13094,0.24,0.2827428
mp-15660,0.29,0.06458132
mp-16521,0.26,0.23853038
mp-1766,0.31,0.39472288
mp-21017,0.19,0.4059068
mp-2604,0.26,-0.028412536
mp-507,0.37,0.29251188
mp-5313,0.26,0.24285008
mp-551,0.2,0.1131811
mp-673,0.32,0.3481239
mp-6914,0.22,-2.3710852
mp-755318,0.35,0.42907494
mp-774922,-0.12,0.32272953
mp-862368,0.34,0.2459255
mp-862656,0.19,-0.0007442981
mp-862757,0.26,0.37084222
mp-862867,1.03,0.40954977
mp-971779,0.31,0.38647163
mp-973450,0.8,0.37392044
mp-976259,0.34,0.32127094
mp-978564,0.33,0.41713578
mp-1016929,0.44,0.17180215
mp-1018679,0.31,0.05322455
mp-1019097,0.34,-0.26167122
mp-1029733,0.28,0.3193782
mp-10608,0.2,0.27148056
mp-108,0.36,0.31409687
mp-11287,0.31,-0.37352115
mp-1404,0.41,0.4086749
mp-1463,0.38,0.419514
mp-1692,0.42,0.2796902
mp-1912,0.39,0.58768076
mp-19970,0.31,0.3146811
mp-21199,0.36,0.6249183
mp-21893,0.29,0.15487279
mp-22752,0.22,0.12921534
mp-22856,0.43,-0.4655558
mp-23214,0.25,0.36039865
mp-27207,0.28,0.2168492
mp-27360,0.29,0.42709213
mp-27478,0.28,0.17501046
mp-28306,0.26,0.25385112
mp-31326,0.36,0.14203696
mp-3650,0.26,0.339001
mp-3732,0.2,0.14956547
mp-38,0.26,0.41722208
mp-50,0.35,0.27312744
mp-5394,0.28,0.1343521
mp-569151,0.36,0.18378226
mp-580364,0.41,0.093204275
mp-5836,0.34,0.2512905
mp-7250,0.31,0.17604925
mp-753195,0.26,0.3738857
mp-819,0.34,0.26798785
mp-972021,0.37,0.17647196
mp-10021,0.36,1.3309826
mp-1009539,0.72,-0.17573746
mp-10149,0.38,-0.26023644
mp-13085,0.3,0.0213698
mp-1552,0.28,-0.18614638
mp-16751,0.24,0.27125752
mp-17017,0.25,0.052445874
mp-21845,0.32,0.74214685
mp-22683,0.26,0.08228926
mp-29661,0.33,-0.010387912
mp-30091,0.18,0.43741077
mp-3033,0.33,0.16311716
mp-499,0.46,0.48362112
mp-569249,0.35,0.480107
mp-631408,-0.29,0.2855323
mp-643279,0.27,0.4733994
mp-686717,0.31,0.5278268
mp-7006,0.3,0.26956236
mp-7163,0.24,0.078230366
mp-754262,0.38,0.089305624
mp-7892,0.21,0.24992876
mp-8003,0.65,0.7417025
mp-804,0.25,-0.05009757
mp-862774,0.23,0.42967415
mp-864831,0.68,0.2963785
mp-865067,0.25,0.387138
mp-865903,0.35,0.41458112
mp-866375,0.25,0.0037570447
mp-9257,0.28,0.29959017
mp-9324,0.24,0.52046716
mp-9351,0.33,0.33715695
mp-979945,0.21,0.43064642
mp-1009655,0.17,-13.627878
mp-17383,0.38,0.25717318
mp-1894,0.21,0.90174097
mp-1995,0.36,-0.3503269
mp-20539,0.33,0.15921925
mp-22793,0.31,0.30544055
mp-23034,0.32,-0.0032855272
mp-2520,0.25,0.31381083
mp-30365,0.37,0.23768233
mp-30482,-0.1,0.09586714
mp-33667,0.23,0.048796847
mp-34078,0.32,0.36273062
mp-39681,0.33,0.27623278
mp-4500,0.26,0.10753594
mp-457,0.11,0.15811579
mp-5000,0.32,0.23017891
mp-559,0.31,0.642972
mp-562,0.28,0.4512319
mp-567580,0.3,0.23820697
mp-5699,0.31,0.687323
mp-570698,0.4,0.115913585
mp-570950,0.27,0.307814
mp-5827,0.25,0.009868532
mp-603347,0.41,0.62831926
mp-608555,0.02,0.37421376
mp-672250,77.93,6.624598
mp-673174,0.31,0.25549644
mp-752826,0.3,0.07961945
mp-753774,0.24,0.35179013
mp-777801,0.35,0.057784185
mp-850131,0.16,0.109518096
mp-865908,0.2,0.47760373
mp-867882,0.49,0.4111805
mp-971826,0.41,0.08765815
mp-971920,0.38,0.31996042
mp-972274,0.34,0.30795074
mvc-10883,0.35,0.1513171
mp-1016877,0.39,0.37064052
mp-1020622,0.26,0.059549913
mp-1029316,0.27,0.28995878
mp-1029574,0.33,0.36432505
mp-10402,0.37,0.5003484
mp-10728,0.51,0.39231777
mp-11806,0.31,0.23910065
mp-12137,0.28,-0.0544696
mp-1873,0.34,0.20878135
mp-1943,0.23,0.22622336
mp-19795,0.2,0.2620265
mp-22704,0.37,0.4025131
mp-23058,0.29,0.017509833
mp-23209,0.33,1.828137
mp-288,0.4,-0.062926084
mp-29157,0.23,0.26488107
mp-30481,0.31,0.27077287
mp-30635,0.43,0.16728099
mp-30777,0.32,0.21924989
mp-374,0.21,0.67801976
mp-556856,0.3,0.024861544
mp-569054,0.41,0.29140288
mp-5910,0.23,0.2712925
mp-608,0.31,0.4050982
mp-753946,0.24,-0.067568555
mp-754246,0.21,0.36296558
mp-773137,0.27,0.13701893
mp-8037,0.3,0.010737881
mp-861625,0.36,0.38572562
mp-861936,0.35,0.6211968
mp-862565,0.26,0.1438724
mp-862966,0.39,0.3969664
mp-865146,0.33,0.4482786
mp-865357,0.4,0.1473519
mp-865485,0.3,0.34987867
mp-865944,0.33,0.2433214
mp-9503,0.31,0.24918808
mp-961678,0.26,0.008935645
mp-973232,0.25,0.18897508
mp-975206,0.09,0.065661415
mp-976725,0.62,0.4475472
mp-979267,0.3,0.19668849
mp-980946,0.54,0.46381676
mp-998986,0.33,0.77250344
mp-1013642,0.15,0.39440084
mp-10854,0.22,-0.05873014
mp-11232,0.59,0.34116375
mp-11516,0.19,-0.24686112
mp-146,0.42,0.55473596
mp-16482,0.42,0.67333996
mp-2103,0.41,0.45891857
mp-2191,0.23,0.1924567
mp-2213,0.29,0.3813542
mp-22444,0.3,0.1944895
mp-22556,0.37,0.047197327
mp-22810,0.31,0.22252403
mp-23192,0.22,-0.0219578
mp-2355,0.83,0.28694212
mp-27838,0.25,0.10849829
mp-314,0.37,0.32697117
mp-34579,0.33,0.08589621
mp-4120,0.22,0.29128754
mp-4452,0.25,0.27277642
mp-4488,0.27,0.052876577
mp-501,0.21,0.37218726
mp-568384,0.19,0.29071665
mp-6945,-0.2,0.083810315
mp-768240,0.32,0.50769114
mp-771123,0.32,0.20076235
mp-7823,0.28,0.15745111
mp-862694,0.3,0.25662482
mp-865282,0.33,0.34396595
mp-866086,0.32,0.41753238
mp-867197,0.58,0.24055557
mp-867213,0.32,0.31792343
mp-976138,0.24,0.4188314
mp-976151,0.26,0.2378564
mp-977570,0.36,0.3428833
mp-978918,0.28,0.15081818
mp-1013734,0.23,0.17469855
mp-1016881,0.32,0.17702459
mp-10426,0.21,0.25253022
mp-10892,0.35,0.21746166
mp-11,0.22,-1.270468
mp-19734,0.08,0.013907045
mp-20545,0.34,0.19807644
mp-21359,0.36,0.15895449
mp-22050,0.24,-0.015775785
mp-2231,0.21,0.0094142705
mp-2639,-0.13,0.018706933
mp-3158,0.34,0.31204033
mp-425,0.16,0.23636903
mp-446,0.37,0.4073671
mp-5505,0.23,0.07819046
mp-567308,0.23,0.26980352
mp-570930,0.22,0.13149182
mp-571589,0.44,0.47347796
mp-631462,0.57,-0.16846175
mp-673624,0.26,0.3614933
mp-6926,0.32,-0.02555938
mp-754531,0.27,0.2129715
mp-775907,0.29,0.32617277
mp-862847,0.21,0.4613164
mp-864919,0.3,0.27309352
mp-865026,0.27,0.19484527
mp-865960,0.29,0.5179167
mp-867251,0.38,0.18696432
mp-930,0.26,0.52292734
mp-972415,0.28,0.43103707
mp-972925,0.33,0.29361624
mp-977224,0.42,0.11080818
mp-978286,0.39,0.6953294
mp-979459,0.29,0.10826145
mp-981539,0.41,0.55944604
mp-984357,0.35,0.07208596
mvc-11229,0.36,0.5231551
mp-1009005,0.47,-1.1256715
mp-1009131,0.52,0.8714406
mp-1009827,0.7,0.83858126
mp-10159,0.29,0.33290404
mp-1016902,0.15,0.07960011
mp-1018151,0.33,1.0717773
mp-1025525,0.19,0.31420845
mp-1029592,0.27,0.41367263
mp-1042,0.24,0.104791984
mp-10492,0.2,0.25834453
mp-10637,0.34,0.5822167
mp-10846,0.27,0.45949322
mp-13416,0.31,0.3964094
mp-1592,0.37,0.13709046
mp-1755,0.39,0.514397
mp-20516,0.36,0.45724922
mp-21848,0.75,0.31555563
mp-2189,0.34,0.36450338
mp-24096,0.26,-0.55829203
mp-2577,0.08,0.211471
mp-2762,0.31,0.196169
mp-3464,0.29,0.2939437
mp-3467,0.3,0.30641216
mp-39,0.45,0.68493086
mp-422,0.21,0.724771
mp-430,0.26,0.40011162
mp-4571,0.26,-0.012669072
mp-556353,0.24,0.3938576
mp-568537,0.36,0.33016694
mp-570074,0.24,-0.70732415
mp-631381,0.76,-0.15965839
mp-753304,0.29,0.47184396
mp-754027,0.27,0.31035984
mp-754040,0.25,0.14528666
mp-7875,0.18,0.27897322
mp-861508,0.38,0.40814883
mp-863738,0.38,0.4625848
mp-866218,0.31,0.29045153
mp-978856,0.36,0.562781
mp-979273,0.43,0.6948932
mp-998196,0.31,0.13311331
mp-1008866,0.34,0.54793555
mp-1016931,0.43,0.19817804
mp-1025575,0.2,0.22680892
mp-1039292,0.35,0.2815882
mp-11552,0.51,0.5244392
mp-1222,0.18,0.3458876
mp-12956,0.21,0.38387614
mp-1346,0.15,0.51999825
mp-1570,0.33,0.28051567
mp-1916,0.97,0.52993053
mp-23866,0.2,0.44708163
mp-25587,0.33,0.25956017
mp-30737,0.36,0.6502043
mp-31169,0.38,0.4481476
mp-3668,0.27,0.54733926
mp-5146,0.35,0.09679498
mp-5492,0.28,0.27628237
mp-567768,0.2,0.2780481
mp-625074,0.22,0.45898545
mp-631337,0.65,0.05340986
mp-6586,0.28,0.35458487
mp-672371,0.36,0.44125986
mp-8020,0.34,0.23473243
mp-862262,0.3,0.40431476
mp-866140,0.48,0.5128426
mp-867233,0.34,0.13159059
mp-972763,0.57,0.42676997
mp-972879,0.36,0.218082
mp-975380,-0.26,0.1703269
mp-975912,0.34,0.2844202
mp-1013587,0.39,0.051274434
mp-1013736,0.27,-0.17447262
mp-10744,0.43,0.25477022
mp-10891,0.39,0.36068928
mp-11175,0.28,0.15985747
mp-11229,0.27,0.5231551
mp-12317,0.37,0.5618174
mp-13173,0.4,0.19539656
mp-14433,0.26,0.295245
mp-19764,0.35,0.27456927
mp-19966,0.37,0.2521813
mp-2079,0.24,0.37511605
mp-214,0.31,0.67894423
mp-2707,0.3,0.06830777
mp-27757,0.1,0.31446463
mp-292,0.26,0.42287022
mp-30722,0.36,0.69398934
mp-4628,0.21,0.257384
mp-4673,0.26,0.13436703
mp-549487,0.17,0.17797242
mp-568470,0.54,1.1048642
mp-571454,0.2,0.31051463
mp-631336,0.51,0.18289022
mp-632250,0.44,0.43593192
mp-7162,0.3,0.20285146
mp-862737,0.41,0.3749892
mp-866193,0.28,0.36142975
mp-956,0.48,0.33084768
mp-972077,0.47,0.8168692
mp-975650,0.23,0.39655358
mp-982596,0.25,0.54040045
mp-1016900,0.35,0.17931892
mp-1018126,0.22,1.2588606
mp-1029313,0.33,0.3295369
mp-10316,0.36,0.19704805
mp-1061,0.31,0.3565904
mp-1150,0.34,0.48037028
mp-16297,0.18,0.059397504
mp-18778,0.36,0.13070916
mp-1880,0.28,0.26938897
mp-19353,0.23,0.1911128
mp-20067,0.26,0.12927516
mp-20125,0.5,0.2626872
mp-20354,0.24,0.18277575
mp-2063,0.35,0.2577001
mp-20999,0.25,0.2370003
mp-23514,0.38,-0.110972725
mp-2439,0.3,0.241737
mp-2524,0.18,0.4394036
mp-30452,0.25,0.29645383
mp-427,0.29,0.24495654
mp-4280,0.33,0.0014027506
mp-607111,0.35,0.13824873
mp-631362,0.42,0.32115692
mp-755472,0.42,0.3792224
mp-777413,0.29,0.13641112
mp-865846,0.3,0.30436498
mp-867167,0.37,0.2970553
mp-973446,0.27,0.24968426
mp-973786,0.97,0.87140197
mp-974430,0.27,0.22232862
mp-977462,0.42,0.46372372
mp-985578,0.16,0.106058046
mp-999135,-0.52,0.052292988
mp-9996,0.17,0.27353346
mp-10204,0.3,0.40693915
mp-1029573,0.27,0.519221
mp-11132,0.26,0.007946834
mp-12794,0.27,0.24289455
mp-14600,0.25,0.20406751
mp-19198,0.27,0.22266458
mp-23383,0.38,0.4278462
mp-2414,0.29,0.15393575
mp-2920,0.26,0.18666114
mp-31443,0.46,0.18747742
mp-4508,0.36,0.78876656
mp-568592,0.28,0.25009543
mp-569834,0.26,0.36050528
mp-629397,0.33,0.062937126
mp-645,0.23,0.56932646
mp-754352,0.27,0.12482937
mp-756063,0.37,0.12744592
mp-841,0.21,0.021827832
mp-865503,0.41,0.40489846
mp-866012,0.34,0.5522151
mp-961723,0.46,0.27477133
mp-972748,0.64,0.31981367
mp-9752,-1.44,0.045067832
mp-981378,0.52,0.2018864
mp-1002136,0.39,0.46347255
mp-1007770,0.29,0.54551256
mp-1009652,0.54,0.45330197
mp-1017441,0.26,0.15755473
mp-1023128,0.33,-0.47785467
mp-1038814,0.36,-0.03574474
mp-12559,0.45,0.45608652
mp-1266,0.26,0.004630789
mp-1630,0.27,0.022049502
mp-1702,0.35,0.20961396
mp-20203,0.41,0.2020102
mp-22620,0.36,0.30222315
mp-22965,0.22,1.0648714
mp-2481,0.3,0.17266707
mp-4008,0.24,0.38375497
mp-556382,0.27,0.1900744
mp-561203,0.3,0.15111513
mp-567191,0.22,-0.4433275
mp-567332,0.14,-0.014239013
mp-573658,0.32,0.29397935
mp-631471,0.84,0.34932548
mp-674953,0.3,0.49236137
mp-7243,0.38,0.34029716
mp-7396,0.58,0.41894597
mp-753594,0.34,0.29506606
mp-755115,0.27,0.10280569
mp-8222,0.51,0.9174637
mp-862431,0.34,0.38067865
mp-864623,0.41,0.46271902
mp-864946,0.39,0.33787698
mp-865513,0.55,0.40195352
mp-8895,0.26,0.24833606
mp-974740,0.4,-0.30314964
mp-978499,0.44,0.03752555
mp-979115,0.33,1.1699989
mp-979424,0.35,0.30548066
mp-9981,0.29,0.373218
mp-1013585,0.25,0.12146206
mp-10185,0.29,-0.4355616
mp-1025225,0.31,-0.054438516
mp-1029737,0.28,0.44143653
mp-11435,0.25,0.7074154
mp-11455,0.42,0.42196858
mp-11584,0.23,0.14378466
mp-11738,0.3,0.27801847
mp-12737,0.39,0.22871606
mp-1540,0.36,0.4129758
mp-15668,0.26,0.21743838
mp-15703,0.15,0.00014057755
mp-16267,0.34,0.02879922
mp-1842,0.18,0.40998596
mp-1933,0.35,-0.28210664
mp-20446,0.49,0.014048353
mp-2082,0.39,-7.1983995
mp-22903,0.29,0.06502436
mp-22914,0.4,0.14170115
mp-27888,0.37,0.13039921
mp-30769,0.18,0.12988804
mp-30943,0.23,0.07808299
mp-4730,0.26,0.5258682
mp-557993,0.26,-0.27221853
mp-561894,0.28,-0.07132673
mp-568866,0.27,0.391187
mp-569167,0.29,0.27921677
mp-5794,0.3,-0.016384095
mp-616378,0.31,0.1551701
mp-631578,-0.1,0.13816537
mp-7027,0.31,0.1433643
mp-7130,0.25,0.15267427
mp-776911,0.32,0.37249434
mp-862553,0.31,0.33638173
mp-864976,0.37,0.15426515
mp-865655,0.31,0.16496523
mp-867292,0.32,0.30371255
mp-978992,0.12,0.3439349
mp-981366,1.24,0.08825259
mp-999198,0.24,0.15434895
mp-1002206,0.21,-0.25051355
mp-1025408,0.28,0.08741926
mp-1121,0.33,-0.063223824
mp-12549,0.26,0.2689529
mp-1349,0.31,0.29872113
mp-1487,0.31,0.4502114
mp-1762,0.31,0.27813518
mp-1782,0.3,0.3136341
mp-19177,0.25,0.1326636
mp-1922,0.23,0.35737652
mp-19917,0.17,0.1574382
mp-19955,0.3,0.14072894
mp-21509,0.22,-0.1168734
mp-2212,0.29,0.35721713
mp-2222,0.4,0.3552413
mp-25082,0.19,-0.33694822
mp-27577,0.28,0.24174906
mp-30151,0.23,0.22181158
mp-30952,0.22,-0.3071497
mp-357,0.32,0.5054335
mp-510456,0.24,0.2115904
mp-5377,0.34,0.035390362
mp-540771,0.3,0.02602075
mp-546350,0.27,0.09851731
mp-5670,0.29,0.16795127
mp-631524,-0.42,0.19770686
mp-755309,0.23,-0.017923787
mp-760439,0.3,0.21710025
mp-866015,0.27,0.25375628
mp-919,0.37,0.60371536
mp-9330,-0.07,0.06389062
mp-972209,0.3,0.4605646
mp-981365,0.29,0.15494524
mp-985591,0.56,0.060318187
mp-989578,0.22,0.3388778
mp-999357,0.25,0.2780406
mp-1002223,-1.57,0.28365844
mp-1008987,0.41,-1.3747686
mp-1018063,0.4,0.14416794
mp-1018107,0.15,0.8727158
mp-1029633,0.33,0.42023617
mp-10678,0.58,0.35797435
mp-11718,0.26,0.25305593
mp-13150,0.21,0.49685925
mp-1620,0.16,-0.04820159
mp-1751,0.34,0.47139204
mp-21007,0.29,0.29828203
mp-2398,0.27,-0.23278283
mp-24669,0.32,0.5232945
mp-2637,0.41,0.54824483
mp-2705,0.3,-0.091777965
mp-27637,0.31,0.2591592
mp-30343,2.09,0.47294003
mp-30468,0.37,-1.0940815
mp-3136,0.27,0.30745482
mp-504580,0.42,0.27196252
mp-519,1.47,0.018879533
mp-5528,0.11,0.39562684
mp-560399,0.25,0.15168755
mp-568280,0.32,0.296696
mp-570684,0.34,0.5518679
mp-570912,0.32,0.36133987
mp-643370,0.19,0.35770458
mp-6951,0.4,0.13500614
mp-861889,0.54,0.4002946
mp-864878,0.45,0.7494444
mp-865814,0.73,0.26941556
mp-866116,0.32,0.3692146
mp-867854,0.33,0.293068
mp-924130,0.27,0.31020665
mp-961722,0.52,-0.74585134
mp-978303,0.33,0.60291386
mp-997108,0.36,0.51644737
mp-999470,0.23,0.10933076
mp-1009720,0.39,0.16563435
mp-10132,0.3,0.47484744
mp-1016883,0.39,0.26111847
mp-10641,0.38,0.33112067
mp-10729,0.49,0.8932447
mp-11022,0.36,0.25280005
mp-19167,0.3,0.4658736
mp-19170,0.29,0.24898319
mp-1982,0.3,0.26672924
mp-20401,0.24,0.25173545
mp-20549,0.44,0.7487609
mp-220,0.51,1.7208383
mp-352,0.29,-0.05545655
mp-5137,0.25,0.3621573
mp-542316,0.3,0.17311473
mp-570379,0.3,0.26459152
mp-574239,0.32,0.13725339
mp-5748,0.36,0.36163682
mp-605790,1.57,0.38765603
mp-631269,0.38,1.275609
mp-7910,0.25,0.43022138
