id,target,prediction,abs_error
mp-31328,0.4,0.33737093,0.06262907000000001
mp-19257,0.25,0.18742009,0.06257990999999999
mp-570017,0.37,0.43241656,0.06241656000000001
mp-979258,0.36,0.2976386,0.06236140000000001
mp-1045,0.32,0.25765228,0.062347719999999995
mp-863667,0.34,0.27800417,0.06199583000000003
mp-259,0.27,0.3318776,0.06187759999999998
mp-7090,0.26,0.19820459,0.061795409999999995
mp-19414,0.34,0.40159005,0.06159004999999995
mp-558694,0.2,0.13860969,0.061390310000000003
mp-29726,0.28,0.34110492,0.06110491999999995
mp-978815,0.32,0.38092685,0.06092684999999998
mp-573051,0.24,0.17913221,0.060867790000000005
mp-450,0.22,0.28080225,0.060802249999999974
mp-8640,0.31,0.37066984,0.060669839999999975
mp-865224,0.26,0.19952355,0.060476450000000015
mp-10175,0.26,0.19955765,0.060442350000000006
mp-985278,0.37,0.30972832,0.060271679999999994
mp-19025,0.28,0.340127,0.060126999999999986
mp-14089,0.32,0.3795449,0.05954490000000001
mp-864981,0.36,0.3005941,0.05940590000000001
mp-976952,0.2,0.14062993,0.059370070000000025
mp-552934,0.34,0.28073376,0.059266240000000026
mp-982664,0.11,0.05083327,0.05916673
mp-11593,0.28,0.22092585,0.05907415000000002
mp-643945,0.32,0.3790509,0.05905090000000002
mp-866062,0.3,0.35899574,0.05899574000000002
mp-555464,0.38,0.43879718,0.058797180000000004
mp-9970,0.24,0.1813987,0.058601299999999995
mp-16421,0.29,0.23145445,0.058545549999999974
mp-2927,0.45,0.39150125,0.05849874999999999
mp-864624,0.34,0.39848363,0.05848362999999995
mp-1008224,0.31,0.25167304,0.05832695999999998
mp-864597,0.35,0.29190075,0.05809924999999999
mp-979339,0.29,0.23196517,0.05803482999999998
mp-1302,0.03,-0.027795598,0.057795598000000004
mp-11358,0.19,0.24767725,0.057677249999999985
mp-11554,0.46,0.40251046,0.057489540000000006
mp-867123,0.33,0.3871941,0.05719409999999997
mp-541014,0.29,0.34716374,0.05716374000000002
mp-13683,0.24,0.29697782,0.05697782000000001
mp-973267,0.18,0.12306537,0.05693463
mp-20439,0.2,0.25682247,0.056822470000000014
mp-862717,0.34,0.39670914,0.05670913999999999
mp-754010,0.34,0.28354394,0.05645606000000003
mp-12674,0.38,0.43644792,0.056447919999999985
mp-22719,0.29,0.23359476,0.05640523999999997
mp-1794,0.12,0.17637078,0.05637078000000001
mp-328,0.42,0.47634393,0.05634393000000004
mp-351,0.29,0.3463025,0.05630250000000003
mp-5881,0.22,0.16407748,0.05592252
mp-929,0.3,0.24410872,0.05589127999999999
mp-4878,0.23,0.28574902,0.05574902000000001
mp-12098,0.22,0.2755515,0.055551500000000004
mp-1973,0.21,0.26550376,0.055503759999999985
mp-1749,0.29,0.23455845,0.05544154999999998
mp-2058,0.34,0.2845853,0.05541470000000004
mp-677105,0.31,0.36530542,0.055305419999999994
mp-28460,0.27,0.21471463,0.05528537000000003
mp-30585,0.34,0.28473616,0.05526384000000001
mp-569416,0.19,0.1347576,0.0552424
mp-11958,0.33,0.27480686,0.05519314000000003
mp-541785,0.22,0.27517527,0.055175270000000026
mp-862728,0.36,0.41517395,0.05517395000000003
mp-979987,0.38,0.32505423,0.054945770000000005
mp-978542,0.33,0.27505445,0.05494555000000001
mp-27512,0.27,0.21506532,0.054934680000000014
mp-556464,0.28,0.33492666,0.05492665999999996
mp-571339,0.25,0.19510306,0.054896940000000005
mp-21471,0.25,0.19512396,0.05487603999999999
mp-569114,0.33,0.3847738,0.054773799999999984
mp-20136,0.27,0.32471395,0.054713949999999956
mp-3208,0.2,0.14541392,0.05458608000000001
mp-22483,0.3,0.24563532,0.05436468
mp-21301,0.32,0.26575774,0.05424225999999999
mp-28357,0.44,0.49406022,0.05406021999999999
mp-569516,0.28,0.22596763,0.054032370000000024
mp-1014303,0.25,0.30389833,0.053898329999999994
mp-862548,0.25,0.30371392,0.053713920000000026
mp-569450,0.14,0.1936868,0.05368679999999998
mp-568940,0.25,0.30366522,0.05366522000000001
mp-975207,0.34,0.28635138,0.053648620000000036
mp-9718,0.31,0.25686586,0.053134139999999996
mp-814,0.34,0.393081,0.05308099999999999
mp-1890,0.24,0.187003,0.05299699999999999
mp-1515,0.2,0.252995,0.052995000000000014
mp-570196,0.3,0.3529384,0.0529384
mp-972099,0.37,0.3171894,0.052810599999999985
mp-30871,0.43,0.48261362,0.05261362000000003
mp-999117,0.29,0.34249973,0.05249973000000002
mp-2932,0.24,0.18753748,0.052462519999999985
mp-7771,0.25,0.19756667,0.05243333
mp-626785,0.35,0.4024281,0.05242810000000003
mp-999190,0.27,0.21775816,0.05224184000000001
mp-554089,-0.06,-0.0077587813,0.052241218699999994
mp-1013643,0.21,0.15777265,0.052227350000000006
mp-864614,0.31,0.36212677,0.05212676999999999
mp-22978,0.28,0.3320741,0.05207409999999996
mp-983229,0.36,0.30806983,0.05193017
mp-708,0.25,0.19809268,0.05190732000000001
mp-647164,0.4,0.4518177,0.05181769999999997
mp-30491,0.38,0.328197,0.05180299999999999
mp-977392,0.29,0.23829477,0.05170522999999999
mp-7938,0.25,0.1983035,0.051696500000000006
mp-1025478,0.37,0.31837523,0.051624769999999987
mp-977391,0.36,0.3083884,0.05161159999999998
mp-11506,0.33,0.27840292,0.05159708000000002
mp-755253,0.24,0.29156345,0.05156345000000001
mp-9561,0.18,0.23141606,0.05141606000000001
mp-865548,0.31,0.25863928,0.05136071999999997
mp-973893,0.39,0.3387121,0.0512879
mp-864959,0.32,0.2687391,0.0512609
mp-997082,0.35,0.40104896,0.05104896000000003
mp-27546,0.3,0.24911399,0.05088600999999998
mp-510441,0.36,0.41071266,0.05071266000000002
mp-2542,0.2,0.14932723,0.050672770000000006
mvc-2949,0.28,0.22940974,0.050590260000000026
mp-754327,0.33,0.38044357,0.05044356999999999
mp-865297,0.33,0.38029003,0.050290029999999986
mp-30502,0.28,0.22972442,0.050275580000000014
mp-5323,0.28,0.2297305,0.05026950000000002
mp-867349,0.32,0.26979363,0.05020637
mp-19814,0.29,0.34018248,0.05018248000000003
mp-1023129,0.31,0.36011368,0.050113679999999994
mp-865562,0.22,0.1701424,0.0498576
mp-903,0.36,0.31015927,0.04984073
mp-30842,0.3,0.34967846,0.049678460000000035
mp-10910,0.24,0.28958368,0.04958368000000002
mp-973442,0.34,0.3895297,0.049529699999999954
mp-624929,0.25,0.2008111,0.04918890000000001
mp-20492,0.29,0.33894753,0.04894753000000002
mp-7829,0.28,0.32893348,0.048933479999999974
mp-1017987,0.26,0.3088795,0.048879499999999965
mp-571035,0.39,0.3411345,0.048865500000000006
mp-971712,0.31,0.26129872,0.04870128000000001
mp-2598,0.26,0.3086514,0.04865140000000001
mp-22682,0.36,0.31138355,0.04861644999999998
mp-998527,0.3,0.25145298,0.048547019999999996
mp-864601,0.29,0.2415163,0.04848369999999999
mp-864895,0.27,0.3183983,0.048398300000000005
mp-10611,0.22,0.26827794,0.04827793999999999
mp-18971,0.34,0.38825482,0.048254819999999976
mp-30768,0.2,0.15176313,0.048236870000000015
mp-1016849,0.34,0.2920264,0.047973600000000005
mp-10373,0.25,0.29788226,0.04788226000000001
mp-4731,0.33,0.28222728,0.04777271999999999
mp-866131,0.36,0.40772802,0.04772802000000004
mp-864744,0.31,0.2625969,0.047403099999999976
mp-31116,0.28,0.23270251,0.047297490000000025
mp-879,0.3,0.34709233,0.047092330000000016
mp-2116,0.38,0.33298004,0.04701996000000003
mp-11456,0.3,0.3470028,0.04700280000000001
mp-7381,0.18,0.22687195,0.046871949999999996
mp-1546,0.19,0.2368636,0.046863600000000005
mp-865577,0.3,0.3468327,0.046832700000000005
mp-961670,0.46,0.5066943,0.04669430000000002
mp-550,0.24,0.19332899,0.046671009999999985
mp-471,0.27,0.3166049,0.046604900000000005
mp-20822,0.26,0.21347563,0.04652437000000001
mp-1016840,0.35,0.3960716,0.046071600000000046
mp-10281,0.29,0.33598334,0.04598334000000004
mp-27705,0.19,0.23587354,0.04587353999999999
mp-983123,0.36,0.4058056,0.0458056
mp-862600,0.28,0.23426943,0.045730570000000026
mp-865875,0.43,0.38428444,0.04571555999999999
mp-567290,0.38,0.33448344,0.045516559999999984
mp-865563,0.45,0.4954564,0.04545640000000001
mp-7876,0.19,0.23538099,0.04538099000000001
mp-864903,0.31,0.2647103,0.04528969999999999
mp-18906,0.2,0.15474172,0.04525828000000001
mp-23021,0.29,0.3351724,0.0451724
mp-862363,0.35,0.304842,0.045157999999999976
mp-2310,0.34,0.38511443,0.04511442999999998
mp-481,0.3,0.25498277,0.045017229999999964
mp-573995,0.23,0.18499927,0.04500073000000002
mp-158,0.28,0.23523276,0.044767240000000014
mp-124,0.38,0.33532977,0.04467022999999998
mp-11113,0.18,0.13544224,0.04455776
mp-1279,0.25,0.29445845,0.04445844999999998
mp-770997,0.32,0.3644383,0.044438299999999986
mp-11487,0.31,0.26557726,0.044422740000000016
mp-19069,0.37,0.41430068,0.04430067999999998
mp-983602,0.41,0.36586672,0.04413328
mp-863652,0.36,0.31587523,0.04412476999999998
mp-16271,0.34,0.29602933,0.043970670000000045
mp-13992,0.38,0.33614486,0.043855140000000015
mp-1025069,0.27,0.22632824,0.043671760000000004
mp-5723,0.28,0.32363552,0.04363551999999998
mp-3499,0.45,0.40639836,0.04360164
mp-975423,0.3,0.34360003,0.04360003000000001
mp-13907,0.06,0.10359274,0.043592740000000005
mp-12927,0.24,0.1966991,0.0433009
mp-862716,0.35,0.39322096,0.04322096000000003
mp-975518,0.33,0.28685302,0.04314698
mp-862378,0.32,0.27691048,0.04308951999999999
mp-30657,0.39,0.43307865,0.043078649999999996
mp-4990,0.4,0.35695976,0.04304024000000001
mp-9006,0.25,0.2930401,0.043040100000000026
mp-2070,0.25,0.20711426,0.042885740000000006
mp-30648,0.29,0.24711914,0.04288085999999999
mp-865155,0.27,0.22715111,0.04284889000000003
mp-12516,0.34,0.29718274,0.042817260000000024
mp-15793,0.23,0.2726549,0.04265489999999997
mp-3032,0.32,0.27744108,0.04255892
mp-30850,0.35,0.30786902,0.042130979999999985
mp-867120,0.27,0.3119905,0.041990499999999986
mp-754154,0.29,0.24806263,0.041937369999999974
mp-865252,0.23,0.18809925,0.041900750000000014
mp-9549,0.28,0.3218891,0.04188909999999996
mp-12520,0.31,0.35173774,0.04173774000000002
mp-977554,0.35,0.30846792,0.04153207999999997
mp-2894,0.3,0.34139353,0.04139353000000001
mp-1018895,0.22,0.26136374,0.04136374000000001
mp-510346,0.28,0.23911868,0.040881320000000027
mp-865999,0.43,0.38933694,0.04066305999999997
mp-864772,0.26,0.21946923,0.04053077000000002
mp-12716,0.34,0.3804314,0.04043139999999995
mp-4368,0.34,0.38041413,0.04041412999999999
mp-5756,0.31,0.26979375,0.04020625
mp-20725,0.33,0.37017846,0.04017845999999997
mp-569848,0.35,0.39016992,0.040169920000000026
mp-10911,0.25,0.2900434,0.04004340000000001
mp-998552,0.23,0.19009466,0.03990534000000001
mp-5577,0.29,0.25017035,0.039829649999999994
mp-10255,0.21,0.170269,0.03973099999999999
mp-980191,0.24,0.20038591,0.03961408999999999
mp-1018066,0.31,0.34952968,0.03952968000000001
mp-23029,0.39,0.42948842,0.03948841999999997
mp-865792,0.36,0.3993935,0.039393500000000026
mp-22722,0.32,0.35931873,0.03931872999999997
mp-862964,0.24,0.20088394,0.03911605999999998
mp-3567,0.39,0.35090238,0.03909762
mp-18949,0.26,0.29907662,0.039076620000000006
mp-10797,0.3,0.3390581,0.039058099999999984
mp-7878,0.27,0.23107229,0.038927710000000004
mp-10898,0.31,0.34876716,0.03876716000000002
mp-16236,0.29,0.2515365,0.038463499999999984
mp-866164,0.33,0.29162288,0.03837712000000004
mp-5058,0.38,0.34162802,0.03837198000000003
mp-866228,0.29,0.3283589,0.03835890000000003
mp-69,0.24,0.27805042,0.03805042000000003
mp-7093,0.34,0.3777448,0.03774479999999997
mp-1407,0.25,0.21235959,0.03764041000000001
mp-754110,0.38,0.34238124,0.03761876000000003
mp-1689,0.37,0.33245635,0.037543649999999984
mp-979435,0.26,0.2973243,0.03732429999999998
mp-2500,0.25,0.21284513,0.037154870000000007
mp-11247,0.43,0.3929364,0.037063599999999974
mp-999508,0.44,0.40301687,0.036983129999999975
mp-989514,0.27,0.23311974,0.036880260000000026
mp-2490,0.22,0.2566648,0.036664800000000025
mp-569451,0.42,0.383447,0.036553
mp-972205,0.28,0.31654215,0.036542149999999995
mp-567406,0.28,0.24347828,0.036521720000000035
mp-4909,0.26,0.29651326,0.03651325999999999
mp-9225,0.32,0.28352326,0.03647674000000001
mp-4692,0.25,0.28621423,0.036214230000000014
mp-3345,0.3,0.2638268,0.036173200000000016
mp-549,0.27,0.23392476,0.03607524000000001
mp-3721,0.25,0.28579503,0.035795030000000005
mp-23684,0.3,0.26421738,0.03578261999999999
mp-864840,0.34,0.304273,0.03572700000000001
mp-1031,0.29,0.25443894,0.03556105999999998
mp-21251,0.24,0.20452197,0.035478029999999994
mp-1560,0.3,0.26462197,0.035378030000000005
mp-571428,0.3,0.2646374,0.035362599999999966
mp-969,0.2,0.16474287,0.03525713
mp-30497,0.26,0.2949385,0.03493849999999998
mp-2552,0.11,0.1447473,0.034747299999999995
mp-862832,0.31,0.3442204,0.034220399999999984
mp-558046,0.31,0.27610326,0.03389673999999998
mp-1009238,0.4,0.36621922,0.03378078000000001
mp-4019,0.25,0.21637253,0.03362746999999999
mp-4768,0.27,0.2364444,0.03355560000000002
mp-30043,0.28,0.31354296,0.033542959999999955
mp-976113,0.49,0.4565283,0.03347169999999999
mp-1018743,0.34,0.30658174,0.03341826000000003
mp-1866,0.32,0.3533612,0.03336119999999998
mp-979934,0.35,0.31673652,0.033263479999999956
mp-867146,0.3,0.26693267,0.033067330000000006
mp-4322,0.23,0.19695903,0.03304097
mp-983154,0.36,0.32724333,0.03275666999999999
mp-3081,0.22,0.18758182,0.03241817999999999
mp-9010,0.32,0.28764313,0.03235686999999998
mp-10636,0.18,0.1476575,0.032342499999999996
mp-16516,0.23,0.26220453,0.03220452999999998
mp-996941,0.49,0.45783776,0.03216224000000001
mp-13868,0.29,0.2580083,0.031991699999999956
mp-863715,0.38,0.34806335,0.03193665000000001
mp-864806,0.38,0.34810615,0.03189385
mp-978095,0.34,0.37188673,0.031886729999999974
mp-756134,0.28,0.31184363,0.031843629999999956
mp-8415,0.3,0.33179033,0.03179033000000003
mp-542496,0.34,0.371615,0.03161499999999995
mp-5176,0.28,0.31140512,0.03140511999999995
mp-862756,0.22,0.25135,0.03135000000000002
mp-864978,0.31,0.34122074,0.031220740000000025
mp-977586,0.16,0.12879519,0.03120481
mp-5745,0.2,0.16898818,0.031011820000000023
mp-999389,0.34,0.30910432,0.030895680000000036
mp-22284,0.32,0.28919607,0.03080392999999998
mp-34460,0.47,0.43921137,0.030788629999999984
mp-30780,0.2,0.16938876,0.030611240000000012
mp-570558,0.31,0.27952176,0.03047823999999999
mp-867795,0.34,0.30965418,0.030345820000000023
mp-28006,0.34,0.30991995,0.030080050000000025
mp-9938,0.21,0.24003582,0.03003582000000002
mp-10919,0.3,0.3300349,0.03003490000000003
mp-23176,0.27,0.30000407,0.030004069999999994
mp-975443,0.36,0.38997847,0.029978470000000035
mp-567749,0.28,0.30991238,0.02991237999999996
mp-20697,0.32,0.34984398,0.029843979999999992
mp-3821,0.33,0.35983938,0.02983937999999997
mp-28497,0.27,0.2996438,0.029643799999999998
mp-1697,0.3,0.27036107,0.029638930000000008
mp-865109,0.31,0.3395633,0.029563300000000015
mp-570093,0.27,0.24043976,0.029560240000000015
mp-13450,0.25,0.22092064,0.02907936
mp-10456,0.28,0.25102246,0.028977540000000024
mp-31907,0.27,0.24106772,0.028932280000000005
mp-8781,0.26,0.23112576,0.028874239999999995
mp-569408,0.23,0.20125805,0.028741950000000016
mp-977582,0.34,0.31136543,0.028634570000000026
mp-19438,0.26,0.23165895,0.028341050000000007
mp-864949,0.3,0.32811207,0.02811206999999999
mp-27976,0.27,0.24195378,0.02804622000000001
mp-974617,0.56,0.5320155,0.02798450000000008
mp-998147,0.31,0.28201568,0.027984320000000007
mp-21340,0.31,0.2820391,0.02796090000000001
mp-7067,0.26,0.23216315,0.027836849999999996
mp-550008,0.23,0.25773793,0.027737929999999994
mp-2850,0.27,0.24251692,0.02748308000000002
mp-754364,0.32,0.2931823,0.0268177
mp-468,0.03,0.0032128692,0.0267871308
mp-886,0.31,0.3367232,0.026723200000000003
mp-980059,0.39,0.36335832,0.02664168
mp-867224,0.3,0.2734456,0.026554399999999978
mp-768310,0.37,0.34353763,0.026462370000000013
mp-7433,0.29,0.26362514,0.02637486
mp-865003,0.28,0.25367993,0.02632007000000003
mp-862563,0.32,0.2939592,0.02604080000000003
mp-3264,0.37,0.3439737,0.026026300000000002
mp-37657,0.3,0.3259639,0.025963899999999984
mp-580357,0.36,0.33415246,0.025847540000000002
mp-865935,0.26,0.23418312,0.025816880000000014
mp-5729,0.29,0.31580353,0.02580353000000002
mp-556424,0.27,0.2442363,0.025763700000000028
mp-19729,0.28,0.3056056,0.02560559999999995
mp-979751,0.33,0.304569,0.025431000000000037
mp-865653,0.3,0.32542992,0.025429919999999995
mp-18928,0.31,0.28470546,0.025294539999999976
mp-865149,0.41,0.38473088,0.02526911999999998
mp-2828,0.25,0.22501834,0.02498165999999999
mp-22698,0.25,0.22526969,0.024730310000000005
mp-977143,0.36,0.3845942,0.02459420000000001
mp-975275,0.18,0.15554605,0.024453950000000002
mp-753708,0.32,0.2956087,0.024391300000000005
mp-862923,0.36,0.38432962,0.024329619999999996
mp-20265,0.35,0.3742873,0.02428730000000001
mp-1096,0.25,0.2257445,0.024255500000000013
mp-20862,0.28,0.30425096,0.024250959999999988
mp-22725,0.33,0.3057565,0.02424350000000003
mp-643409,0.29,0.314174,0.02417400000000003
mp-9248,0.3,0.32415748,0.02415748000000001
mp-29866,0.2,0.22415267,0.024152669999999987
mp-1431,0.22,0.24403588,0.02403588000000001
mp-776150,0.34,0.31628186,0.02371814
mp-5429,0.29,0.26632106,0.02367893999999998
mp-20298,0.33,0.35361606,0.023616059999999994
mp-9985,0.25,0.22663175,0.023368250000000007
mp-2142,0.22,0.24318962,0.023189619999999994
mp-865379,0.31,0.28691477,0.023085230000000012
mp-865228,0.24,0.26290482,0.022904819999999992
mp-21271,0.29,0.3127938,0.02279380000000003
mp-862820,0.27,0.24726434,0.02273566000000002
mp-19953,0.22,0.1973962,0.022603800000000007
mp-2738,0.38,0.40258616,0.022586160000000022
mp-866005,0.3,0.32254493,0.02254493000000002
mp-1019089,0.25,0.22745676,0.022543239999999992
mp-23486,0.37,0.392483,0.02248300000000003
mp-865019,0.3,0.27756447,0.02243552999999998
mp-569886,0.3,0.32221693,0.022216930000000024
mp-865216,0.33,0.30785495,0.02214505
mp-30363,0.33,0.35205954,0.02205953999999999
mp-989585,0.45,0.4720375,0.022037499999999988
mp-16349,0.37,0.39203256,0.02203255999999998
mp-569526,0.36,0.3819254,0.02192540000000004
mp-863710,0.29,0.26810163,0.02189837
mp-861617,0.36,0.3381986,0.02180139999999997
mp-570008,0.17,0.19161953,0.021619529999999998
mp-22412,0.2,0.17839701,0.021602990000000016
mp-829,0.35,0.32862002,0.021379979999999965
mp-973109,0.51,0.5313482,0.02134820000000004
mp-7974,0.25,0.27127486,0.021274860000000007
mp-978523,0.3,0.27883363,0.02116636999999999
mp-989192,0.12,0.09894474,0.021055259999999992
mp-22426,0.27,0.29094088,0.020940879999999995
mp-4396,0.35,0.37075675,0.020756750000000046
mp-865209,0.3,0.27935374,0.020646259999999972
mp-30034,0.34,0.360429,0.020428999999999975
mp-999192,0.32,0.29963845,0.020361550000000006
mp-8231,0.29,0.26984036,0.02015963999999998
mp-22511,0.21,0.22984909,0.019849090000000014
mp-28568,0.33,0.3101862,0.019813799999999993
mp-1025455,0.42,0.40019864,0.01980135999999999
mp-4359,0.26,0.27972674,0.019726739999999965
mp-676241,0.29,0.27039874,0.019601259999999954
mp-23004,0.33,0.31057864,0.01942136
mp-867273,0.33,0.3105986,0.019401400000000013
mp-4813,0.39,0.4093123,0.019312300000000004
mp-23227,0.34,0.32076144,0.019238560000000016
mp-2977,0.27,0.25086457,0.01913543000000001
mp-978625,0.3,0.31891692,0.018916920000000004
mp-866172,0.22,0.23868962,0.01868961999999999
mp-18782,0.23,0.24861835,0.018618349999999978
mp-30352,0.36,0.34144175,0.01855825
mp-862667,0.26,0.24166436,0.018335640000000014
mp-862370,0.32,0.30169964,0.018300360000000016
mp-10899,0.37,0.38804847,0.018048469999999983
mp-866150,0.32,0.30213445,0.017865550000000008
mp-4079,0.18,0.1622682,0.017731799999999992
mp-571147,0.31,0.29244483,0.01755517000000001
mp-567807,0.3,0.31754684,0.017546840000000008
mp-977011,0.29,0.30731225,0.01731225000000003
mp-37614,0.27,0.2528214,0.017178600000000044
mp-4302,0.28,0.29678923,0.01678922999999999
mp-2816,0.33,0.31354052,0.016459480000000026
mp-866194,0.31,0.2935714,0.016428600000000015
mp-10952,0.31,0.29370433,0.016295669999999984
mp-862619,0.33,0.313726,0.01627400000000001
mp-7845,0.33,0.31376845,0.01623155000000004
mp-12427,0.25,0.26614392,0.01614391999999998
mp-981252,0.22,0.20390125,0.016098749999999995
mp-643063,0.24,0.2560805,0.016080499999999998
mp-865032,0.31,0.32580864,0.015808639999999985
mp-10408,0.31,0.32574743,0.015747430000000007
mp-203,0.35,0.36569625,0.015696250000000023
mp-567907,0.25,0.23432185,0.015678150000000002
mp-555403,0.45,0.46549553,0.01549552999999998
mp-684031,0.23,0.21456452,0.015435480000000001
mp-9575,0.17,0.1853833,0.015383299999999989
mp-867172,0.35,0.3652709,0.015270900000000032
mp-581786,0.34,0.355218,0.015217999999999954
mp-20787,0.29,0.27484202,0.01515797999999996
mp-1317,0.22,0.20489867,0.015101329999999996
mp-1017544,0.33,0.3149258,0.015074200000000038
mp-684969,0.22,0.20495464,0.015045360000000008
mp-983567,0.26,0.2749074,0.014907400000000015
mp-867909,0.34,0.35477978,0.014779779999999965
mp-1033,0.56,0.54534113,0.014658870000000102
mp-5840,0.23,0.2153445,0.014655500000000016
mp-862362,0.31,0.3245551,0.014555099999999987
mp-982772,0.38,0.36550468,0.014495319999999978
mp-23060,0.27,0.28449363,0.01449362999999998
mp-972522,0.34,0.3544591,0.014459100000000003
mp-862374,0.4,0.41442937,0.014429369999999997
mp-3398,0.32,0.30565357,0.014346430000000021
mp-865376,0.3,0.31420445,0.014204450000000035
mp-1018659,0.25,0.23589312,0.014106879999999988
mp-1013540,0.25,0.26381695,0.013816949999999995
mp-766217,0.27,0.2563917,0.013608300000000018
mp-4157,0.34,0.353451,0.01345099999999999
mp-11564,0.33,0.31663126,0.01336873999999999
mp-974832,0.2,0.18685882,0.013141180000000002
mp-865502,0.43,0.44312137,0.013121370000000021
mp-12574,0.29,0.30307728,0.013077280000000024
mp-2157,0.28,0.29305315,0.013053149999999958
mp-19790,0.2,0.213042,0.013041999999999998
mp-569639,0.36,0.3730048,0.013004800000000039
mp-1023127,0.3,0.31280923,0.012809230000000005
mp-975896,0.35,0.3626477,0.01264770000000004
mp-1607,0.29,0.3025626,0.012562600000000035
mp-865785,0.37,0.38237554,0.012375540000000018
mp-10671,0.21,0.19771056,0.012289439999999985
mp-865888,0.27,0.2822737,0.012273699999999999
mp-865753,0.37,0.38218492,0.012184919999999988
mp-10039,0.25,0.26215202,0.012152019999999986
mp-568560,0.33,0.31788552,0.012114480000000039
mp-7650,0.26,0.24794786,0.012052140000000017
mp-867218,0.38,0.3680727,0.01192730000000003
mp-974527,0.3,0.28811097,0.011889029999999967
mp-11596,0.33,0.3181687,0.011831299999999989
mp-13095,0.37,0.38182265,0.01182264999999999
mp-7939,0.24,0.2283564,0.011643600000000004
mp-28067,0.19,0.17842095,0.011579050000000007
mp-1684,0.42,0.43155605,0.01155605000000004
mp-16254,0.23,0.24153735,0.011537350000000002
mp-622980,0.23,0.21850114,0.01149886
mp-12666,0.24,0.25140202,0.011402020000000013
mp-30727,0.35,0.3613667,0.011366700000000007
mp-20741,0.28,0.29136127,0.011361269999999979
mp-976784,0.43,0.41867548,0.011324520000000005
mp-11499,0.27,0.28126907,0.011269069999999992
mp-5109,0.29,0.27880764,0.011192359999999957
mp-1007852,0.31,0.32091886,0.010918859999999975
mp-22887,0.31,0.32087594,0.010875940000000028
mp-977384,0.35,0.33913982,0.010860179999999997
mp-14112,0.29,0.27918118,0.010818820000000007
mp-10446,0.32,0.33053172,0.010531719999999967
mp-5221,0.28,0.29028696,0.010286959999999956
mp-1007923,0.29,0.27975821,0.010241789999999973
mp-1016197,0.3,0.28985918,0.010140819999999995
mp-15621,0.24,0.23000549,0.009994509999999984
mp-989651,0.21,0.20028321,0.009716790000000003
mp-976408,0.33,0.33954495,0.009544949999999996
mp-861505,0.3,0.29092348,0.009076519999999977
mp-557862,0.34,0.3489322,0.008932200000000001
mp-569267,0.22,0.21116336,0.008836640000000007
mp-1025248,0.37,0.3788308,0.008830800000000028
mp-753226,0.39,0.39859533,0.008595330000000012
mp-19963,0.26,0.2685204,0.008520399999999984
mp-867815,0.2,0.20834006,0.008340059999999982
mp-865796,0.34,0.33176893,0.008231070000000007
mp-975346,0.26,0.26815933,0.008159329999999965
mp-972309,0.33,0.33806384,0.008063839999999989
mp-867159,0.24,0.24794145,0.007941450000000017
mp-23850,0.26,0.25224394,0.007756060000000009
mp-862874,0.39,0.38260132,0.007398679999999991
mp-865625,0.19,0.19672088,0.006720879999999985
mp-9731,0.24,0.24648379,0.006483790000000017
mp-861876,0.25,0.24364494,0.006355059999999996
mp-570604,0.28,0.27364504,0.006354960000000021
mp-510488,0.28,0.27377874,0.006221260000000006
mp-765195,0.21,0.21587263,0.0058726300000000176
mp-568536,0.34,0.33419675,0.0058032500000000375
mp-978545,0.35,0.34422475,0.005775249999999954
mp-2866,0.25,0.25575882,0.005758819999999998
mp-7436,0.24,0.24564292,0.005642919999999996
mp-1477,0.25,0.2555821,0.005582099999999979
mp-19357,0.27,0.26459843,0.005401570000000022
mp-16245,0.31,0.31536126,0.005361259999999979
mp-1025504,0.27,0.2753566,0.005356599999999989
mp-22637,0.27,0.2647196,0.005280400000000018
mp-976142,0.34,0.34521925,0.005219249999999953
mp-601285,0.32,0.31494665,0.005053350000000012
mp-11649,0.2,0.1950074,0.004992600000000014
mp-10528,0.22,0.22495063,0.004950630000000011
mp-972907,0.3,0.2950794,0.004920599999999997
mp-19973,0.27,0.27482253,0.0048225299999999915
mp-13089,0.31,0.3142407,0.004240699999999986
mp-505319,0.36,0.35581273,0.004187269999999965
mp-643367,0.31,0.30590993,0.004090070000000001
mp-4883,0.24,0.23617332,0.003826679999999999
mp-4364,0.32,0.31660378,0.0033962200000000053
mp-5486,0.26,0.26328933,0.003289329999999979
mp-30731,0.39,0.3867488,0.0032512000000000096
mp-976,0.23,0.23319392,0.003193919999999989
mp-7916,0.22,0.223141,0.003141000000000005
mp-22673,0.36,0.35696882,0.0030311799999999667
mp-12954,0.27,0.2728942,0.002894199999999958
mp-1008500,0.31,0.3073169,0.002683099999999994
mp-867109,0.31,0.3075416,0.0024583999999999717
mp-21194,0.27,0.2675866,0.00241340000000001
mp-864650,0.29,0.28778392,0.0022160799999999536
mp-865160,0.31,0.31208295,0.002082950000000028
mp-1016932,0.16,0.16192748,0.0019274800000000092
mp-864756,0.27,0.2718374,0.001837399999999989
mp-1029448,0.27,0.27177083,0.001770830000000001
mp-1401,0.26,0.2617314,0.001731399999999994
mp-13463,0.31,0.3086595,0.0013405000000000222
mp-972653,0.33,0.3286698,0.0013302000000000036
mp-865752,0.38,0.37867194,0.0013280600000000198
mp-20249,0.27,0.26874763,0.0012523700000000026
